CNN,SURVEY_SOURCE,PRIMARY_STREET,CROSS_STREET_1,CROSS_ST_2,MID_CORRIDOR,TYPE,DIRECTION,DAY,DATE,DAY_OF_WEEK,DAY_OF_MONTH,MONTH,YEAR,ROADWAY_CLASS,DATA_SOURCE,VOLUME_ADT,VOLUME_AM_PEAK,VOLUME_PM_PEAK,85_PERC_SPEED,AVERAGE_SPEED,,,,,,,,,
302000,SFMTA,5TH ST,HOWARD ST,BRYANT ST,"TEHAMA, CLEMENTINA, FOLSOM, SHIPLEY, JENNIFER, SCOTT, CLARA, HARRISON, BRYANT",TUBE,NB,5,12/7/2017,THURSDAY,7,12,2017,Residential,QUALITY COUNTS,8052,548,489,26,19,,,,,,,,,
303000,SFMTA,5TH ST,HOWARD ST,BRYANT ST,"TEHAMA, CLEMENTINA, FOLSOM, SHIPLEY, JENNIFER, SCOTT, CLARA, HARRISON, BRYANT",TUBE,NB,5,12/7/2017,THURSDAY,7,12,2017,Residential,QUALITY COUNTS,8052,548,489,26,19,,,,,,,,,
294000,SFMTA,5TH ST,HOWARD ST,BRYANT ST,"TEHAMA, CLEMENTINA, FOLSOM, SHIPLEY, JENNIFER, SCOTT, CLARA, HARRISON, BRYANT",TUBE,NB,5,12/7/2017,THURSDAY,7,12,2017,Residential,QUALITY COUNTS,8052,548,489,26,19,,,,,,,,,
295000,SFMTA,5TH ST,HOWARD ST,BRYANT ST,"TEHAMA, CLEMENTINA, FOLSOM, SHIPLEY, JENNIFER, SCOTT, CLARA, HARRISON, BRYANT",TUBE,NB,5,12/7/2017,THURSDAY,7,12,2017,Residential,QUALITY COUNTS,8052,548,489,26,19,,,,,,,,,
6265000,SFMTA,GOLDEN GATE AVE,VAN NESS AVE,POLK ST,,TUBE,EB,5,12/7/2017,THURSDAY,7,12,2017,Residential,QUALITY COUNTS,9722,661,642,24,19,,,,,,,,,
293000,SFMTA,5TH ST,HOWARD ST,BRYANT ST,"TEHAMA, CLEMENTINA, FOLSOM, SHIPLEY, JENNIFER, SCOTT, CLARA, HARRISON, BRYANT",TUBE,NB,5,12/7/2017,THURSDAY,7,12,2017,Residential,QUALITY COUNTS,8052,548,489,26,19,,,,,,,,,
5659000,SFMTA,FOLSOM ST,2ND ST,ESSEX ST,,TUBE,EB,4,12/7/2017,THURSDAY,7,12,2017,Residential,QUALITY COUNTS,12635,749,923,24,18,,,,,,,,,
6266000,SFMTA,GOLDEN GATE AVE,FRANKLIN ST,VAN NESS AVE,,TUBE,EB,5,12/7/2017,THURSDAY,7,12,2017,Residential,QUALITY COUNTS,7658,437,496,24,18,,,,,,,,,
5962000,SFMTA,FUNSTON AVE,BALBOA ST,ANZA ST,,TUBE,NB,5,12/7/2017,THURSDAY,7,12,2017,Residential,QUALITY COUNTS,495,40,35,22,17,,,,,,,,,
6268000,SFMTA,GOLDEN GATE AVE,OCTAVIA ST,GOUGH ST,,TUBE,EB,5,12/7/2017,THURSDAY,7,12,2017,Residential,QUALITY COUNTS,6293,483,384,24,16,,,,,,,,,
5962000,SFMTA,FUNSTON AVE,BALBOA ST,ANZA ST,,TUBE,SB,5,12/7/2017,THURSDAY,7,12,2017,Residential,QUALITY COUNTS,144,8,15,19,15,,,,,,,,,
6273000,SFMTA,GOLDEN GATE AVE,SCOTT ST,PIERCE ST,,TUBE,EB,4,12/13/2017,WEDNESDAY,13,12,2017,Residential,QUALITY COUNTS,9623,1051,780,29,23,,,,,,,,,
6160000,SFMTA,MELROSE AVE,MANGELS AVE,GENNESSEE ST,,TUBE,EB,4,12/13/2017,WEDNESDAY,13,12,2017,Residential,,129,18,15,22,19,,,,,,,,,
6160000,SFMTA,MELROSE AVE,MANGELS AVE,GENNESSEE ST,,TUBE,WB,4,12/13/2017,WEDNESDAY,13,12,2017,Residential,,201,31,15,21,17,,,,,,,,,
5652000,SFMTA,FOLSOM ST,BEALE ST,MAIN ST,,TUBE,EB,4,12/13/2017,WEDNESDAY,13,12,2017,Residential,QUALITY COUNTS,5618,376,341,21,16,,,,,,,,,
5652000,SFMTA,FOLSOM ST,BEALE ST,MAIN ST,,TUBE,WB,4,12/13/2017,WEDNESDAY,13,12,2017,Residential,QUALITY COUNTS,685,41,51,19,11,,,,,,,,,
6273000,SFMTA,GOLDEN GATE AVE,SCOTT ST,PIERCE ST,,TUBE,EB,4,12/14/2017,THURSDAY,14,12,2017,Residential,QUALITY COUNTS,2222,1066,0,28,22,,,,,,,,,
6160000,SFMTA,MELROSE AVE,MANGELS AVE,GENNESSEE ST,,TUBE,EB,5,12/14/2017,THURSDAY,14,12,2017,Residential,,143,15,20,22,19,,,,,,,,,
6160000,SFMTA,MELROSE AVE,MANGELS AVE,GENNESSEE ST,,TUBE,WB,5,12/14/2017,THURSDAY,14,12,2017,Residential,,186,25,19,22,18,,,,,,,,,
5652000,SFMTA,FOLSOM ST,BEALE ST,MAIN ST,,TUBE,EB,5,12/14/2017,THURSDAY,14,12,2017,Residential,QUALITY COUNTS,5774,371,356,22,16,,,,,,,,,
5652000,SFMTA,FOLSOM ST,BEALE ST,MAIN ST,,TUBE,WB,5,12/14/2017,THURSDAY,14,12,2017,Residential,QUALITY COUNTS,729,39,63,19,10,,,,,,,,,
6273000,SFMTA,GOLDEN GATE AVE,SCOTT ST,PIERCE ST,,TUBE,EB,3,1/9/2018,TUESDAY,9,1,2018,Residential,QUALITY COUNTS,8139,886,641,28,23,,,,,,,,,
6273000,SFMTA,GOLDEN GATE AVE,SCOTT ST,PIERCE ST,,TUBE,EB,3,1/10/2018,WEDNESDAY,10,1,2018,Residential,QUALITY COUNTS,3544,794,0,28,23,,,,,,,,,
665000,SFMTA,15TH ST,CASTRO ST,NOE ST,,Tube,EB,3,1/30/2018,TUESDAY,30,1,2018,Residential,N/A,1952,235,153,27,23,,,,,,,,,
665000,SFMTA,15TH ST,CASTRO ST,NOE ST,,Tube,WB,3,1/30/2018,TUESDAY,30,1,2018,Residential,N/A,1852,150,146,26,22,,,,,,,,,
665000,SFMTA,15TH ST,NOE ST,SANCHEZ ST,,Tube,WB,3,1/30/2018,TUESDAY,30,1,2018,Residential,N/A,2255,155,182,26,21,,,,,,,,,
11313000,SFMTA,ST MARY'S AVE,SAN JOSE AVE,MISSION ST,MARSILY ST; COLLEGE AVE,Tube,EB,3,1/30/2018,TUESDAY,30,1,2018,Residential,N/A,1921,201,173,25,21,,,,,,,,,
11312000,SFMTA,ST MARY'S AVE,SAN JOSE AVE,MISSION ST,MARSILY ST,Tube,EB,3,1/30/2018,TUESDAY,30,1,2018,Residential,N/A,1921,201,173,25,21,,,,,,,,,
3788000,SFMTA,CASTRO ST,MARKET ST,16TH ST,STATES ST,Tube,SB,3,1/30/2018,TUESDAY,30,1,2018,Residential,N/A,6525,397,566,24,21,,,,,,,,,
3789000,SFMTA,CASTRO ST,MARKET ST,16TH ST,STATES ST,Tube,SB,3,1/30/2018,TUESDAY,30,1,2018,Residential,N/A,6525,397,566,24,21,,,,,,,,,
746000,SFMTA,16TH ST,CASTRO ST,NOE ST,,Tube,WB,3,1/30/2018,TUESDAY,30,1,2018,Residential,N/A,3320,237,240,26,20,,,,,,,,,
665000,SFMTA,15TH ST,NOE ST,SANCHEZ ST,,Tube,EB,3,1/30/2018,TUESDAY,30,1,2018,Residential,N/A,1949,206,162,24,20,,,,,,,,,
746000,SFMTA,16TH ST,CASTRO ST,NOE ST,,Tube,EB,3,1/30/2018,TUESDAY,30,1,2018,Residential,N/A,2224,203,172,23,19,,,,,,,,,
11313000,SFMTA,ST MARY'S AVE,SAN JOSE AVE,MISSION ST,MARSILY ST; COLLEGE AVE,Tube,WB,3,1/30/2018,TUESDAY,30,1,2018,Residential,N/A,440,41,32,23,18,,,,,,,,,
11312000,SFMTA,ST MARY'S AVE,SAN JOSE AVE,MISSION ST,MARSILY ST,Tube,WB,3,1/30/2018,TUESDAY,30,1,2018,Residential,N/A,440,41,32,23,18,,,,,,,,,
3788000,SFMTA,CASTRO ST,MARKET ST,16TH ST,STATES ST,Tube,NB,3,1/30/2018,TUESDAY,30,1,2018,Residential,N/A,4813,405,329,20,15,,,,,,,,,
3789000,SFMTA,CASTRO ST,MARKET ST,16TH ST,STATES ST,Tube,NB,3,1/30/2018,TUESDAY,30,1,2018,Residential,N/A,4813,405,329,20,15,,,,,,,,,
6881000,SFMTA,HENRY ST,CASTRO ST,NOE ST,,Tube,EB,3,1/30/2018,TUESDAY,30,1,2018,Residential,N/A,378,33,30,23,19,,,,,,,,,
6881000,SFMTA,HENRY ST,CASTRO ST,NOE ST,,Tube,WB,3,1/30/2018,TUESDAY,30,1,2018,Residential,N/A,285,29,50,23,17,,,,,,,,,
6048101,SFMTA,GEARY BLVD,BLAKE STREET,COLLINS ST,,Tube,Westbound,6,5/4/2018,FRIDAY,4,5,2018,Arterial,,20806,1145,1747,,,,,,,,,,,
6048201,SFMTA,GEARY BLVD,BLAKE STREET,COLLINS ST,,Tube,Eastbound,6,5/4/2018,FRIDAY,4,5,2018,Arterial,,20025,1908,1213,,,,,,,,,,,
6040201,SFMTA,GEARY BLVD,LAGUNA STREET,WEBSTER ST,,Tube,Westbound,6,5/4/2018,FRIDAY,4,5,2018,Arterial,,17279,911,1412,,,,,,,,,,,
6040201,SFMTA,GEARY BLVD,LAGUNA STREET,WEBSTER ST,,Tube,Eastbound,6,5/4/2018,FRIDAY,4,5,2018,Arterial,,16417,1626,915,,,,,,,,,,,
6048101,SFMTA,GEARY BLVD,BLAKE STREET,COLLINS ST,,Tube,Westbound,7,5/5/2018,SATURDAY,5,5,2018,Arterial,,17750,1185,1211,,,,,,,,,,,
6048201,SFMTA,GEARY BLVD,BLAKE STREET,COLLINS ST,,Tube,Eastbound,7,5/5/2018,SATURDAY,5,5,2018,Arterial,,19059,1262,1459,,,,,,,,,,,
6040201,SFMTA,GEARY BLVD,LAGUNA STREET,WEBSTER ST,,Tube,Westbound,7,5/5/2018,SATURDAY,5,5,2018,Arterial,,14790,917,975,,,,,,,,,,,
6040201,SFMTA,GEARY BLVD,LAGUNA STREET,WEBSTER ST,,Tube,Eastbound,7,5/5/2018,SATURDAY,5,5,2018,Arterial,,14857,920,1129,,,,,,,,,,,
6048101,SFMTA,GEARY BLVD,BLAKE STREET,COLLINS ST,,Tube,Westbound,1,5/6/2018,SUNDAY,6,5,2018,Arterial,,15204,930,1126,,,,,,,,,,,
6048201,SFMTA,GEARY BLVD,BLAKE STREET,COLLINS ST,,Tube,Eastbound,1,5/6/2018,SUNDAY,6,5,2018,Arterial,,16452,1212,1304,,,,,,,,,,,
6040201,SFMTA,GEARY BLVD,LAGUNA STREET,WEBSTER ST,,Tube,Westbound,1,5/6/2018,SUNDAY,6,5,2018,Arterial,,12787,724,923,,,,,,,,,,,
6040201,SFMTA,GEARY BLVD,LAGUNA STREET,WEBSTER ST,,Tube,Eastbound,1,5/6/2018,SUNDAY,6,5,2018,Arterial,,12063,893,925,,,,,,,,,,,
6048101,SFMTA,GEARY BLVD,BLAKE STREET,COLLINS ST,,Tube,Westbound,2,5/7/2018,MONDAY,7,5,2018,Arterial,,19832,1182,1841,,,,,,,,,,,
6048201,SFMTA,GEARY BLVD,BLAKE STREET,COLLINS ST,,Tube,Eastbound,2,5/7/2018,MONDAY,7,5,2018,Arterial,,18162,1916,1134,,,,,,,,,,,
6040201,SFMTA,GEARY BLVD,LAGUNA STREET,WEBSTER ST,,Tube,Westbound,2,5/7/2018,MONDAY,7,5,2018,Arterial,,15162,814,1383,,,,,,,,,,,
6040201,SFMTA,GEARY BLVD,LAGUNA STREET,WEBSTER ST,,Tube,Eastbound,2,5/7/2018,MONDAY,7,5,2018,Arterial,,15242,1463,943,,,,,,,,,,,
6048101,SFMTA,GEARY BLVD,BLAKE STREET,COLLINS ST,,Tube,Westbound,3,5/8/2018,TUESDAY,8,5,2018,Arterial,,20663,1271,1958,,,,,,,,,,,
6048201,SFMTA,GEARY BLVD,BLAKE STREET,COLLINS ST,,Tube,Eastbound,3,5/8/2018,TUESDAY,8,5,2018,Arterial,,18599,1774,1180,,,,,,,,,,,
6040201,SFMTA,GEARY BLVD,LAGUNA STREET,WEBSTER ST,,Tube,Westbound,3,5/8/2018,TUESDAY,8,5,2018,Arterial,,15961,844,1414,,,,,,,,,,,
6040201,SFMTA,GEARY BLVD,LAGUNA STREET,WEBSTER ST,,Tube,Eastbound,3,5/8/2018,TUESDAY,8,5,2018,Arterial,,16541,1682,980,,,,,,,,,,,
6048101,SFMTA,GEARY BLVD,BLAKE STREET,COLLINS ST,,Tube,Westbound,4,5/9/2018,WEDNESDAY,9,5,2018,Arterial,,20729,1193,1855,,,,,,,,,,,
6048201,SFMTA,GEARY BLVD,BLAKE STREET,COLLINS ST,,Tube,Eastbound,4,5/9/2018,WEDNESDAY,9,5,2018,Arterial,,19413,2037,1172,,,,,,,,,,,
6040201,SFMTA,GEARY BLVD,LAGUNA STREET,WEBSTER ST,,Tube,Westbound,4,5/9/2018,WEDNESDAY,9,5,2018,Arterial,,15985,837,1503,,,,,,,,,,,
6040201,SFMTA,GEARY BLVD,LAGUNA STREET,WEBSTER ST,,Tube,Eastbound,4,5/9/2018,WEDNESDAY,9,5,2018,Arterial,,16867,1667,991,,,,,,,,,,,
6044101,SFMTA,GEARY BLVD,BAKER STREET,DIVISADERO ST,,Tube,Westbound,4,5/16/2018,WEDNESDAY,16,5,2018,Arterial,,19738,1191,1801,,,,,,,,,,,
6044101,SFMTA,GEARY BLVD,BAKER STREET,DIVISADERO ST,,Tube,Eastbound,4,5/16/2018,WEDNESDAY,16,5,2018,Arterial,,18138,1972,1085,,,,,,,,,,,
6044101,SFMTA,GEARY BLVD,BAKER STREET,DIVISADERO ST,,Tube,Westbound,5,5/17/2018,THURSDAY,17,5,2018,Arterial,,18483,1191,1293,,,,,,,,,,,
6044101,SFMTA,GEARY BLVD,BAKER STREET,DIVISADERO ST,,Tube,Eastbound,5,5/17/2018,THURSDAY,17,5,2018,Arterial,,18203,1972,1045,,,,,,,,,,,
6044101,SFMTA,GEARY BLVD,BAKER STREET,DIVISADERO ST,,Tube,Westbound,6,5/18/2018,FRIDAY,18,5,2018,Arterial,,21204,1363,1741,,,,,,,,,,,
6044101,SFMTA,GEARY BLVD,BAKER STREET,DIVISADERO ST,,Tube,Eastbound,6,5/18/2018,FRIDAY,18,5,2018,Arterial,,19205,1814,1222,,,,,,,,,,,
6044101,SFMTA,GEARY BLVD,BAKER STREET,DIVISADERO ST,,Tube,Westbound,7,5/19/2018,SATURDAY,19,5,2018,Arterial,,16266,1015,1070,,,,,,,,,,,
6044101,SFMTA,GEARY BLVD,BAKER STREET,DIVISADERO ST,,Tube,Eastbound,7,5/19/2018,SATURDAY,19,5,2018,Arterial,,18887,1419,1477,,,,,,,,,,,
6044101,SFMTA,GEARY BLVD,BAKER STREET,DIVISADERO ST,,Tube,Westbound,1,5/20/2018,SUNDAY,20,5,2018,Arterial,,13136,744,1009,,,,,,,,,,,
6044101,SFMTA,GEARY BLVD,BAKER STREET,DIVISADERO ST,,Tube,Eastbound,1,5/20/2018,SUNDAY,20,5,2018,Arterial,,16214,1457,1489,,,,,,,,,,,
6044101,SFMTA,GEARY BLVD,BAKER STREET,DIVISADERO ST,,Tube,Westbound,2,5/21/2018,MONDAY,21,5,2018,Arterial,,18844,1196,1859,,,,,,,,,,,
6044101,SFMTA,GEARY BLVD,BAKER STREET,DIVISADERO ST,,Tube,Eastbound,2,5/21/2018,MONDAY,21,5,2018,Arterial,,16383,1929,1011,,,,,,,,,,,
6044101,SFMTA,GEARY BLVD,BAKER STREET,DIVISADERO ST,,Tube,Westbound,3,5/22/2018,TUESDAY,22,5,2018,Arterial,,19319,1156,1771,,,,,,,,,,,
6044101,SFMTA,GEARY BLVD,BAKER STREET,DIVISADERO ST,,Tube,Eastbound,3,5/22/2018,TUESDAY,22,5,2018,Arterial,,16975,1871,1030,,,,,,,,,,,
4134000,SFMTA,CLAYTON ST,FREDERICK ST,CARL ST,,tube,NB,4,5/22/2018,WEDNESDAY,22,5,2019,residential,QUALITY COUNTS,4923,,,24,20,,,,,,,,,
5848000,SFMTA,FREDERICK ST,DOWNEY ST,ASHBURY ST,,tube,EB,4,5/22/2018,WEDNESDAY,22,5,2019,residential,QUALITY COUNTS,2661,,,24,20,,,,,,,,,
5850000,SFMTA,FREDERICK ST,BELVEDERE ST,CLAYTON ST,,tube,EB,4,5/22/2018,WEDNESDAY,22,5,2019,residential,QUALITY COUNTS,2595,,,23,18,,,,,,,,,
5849000,SFMTA,FREDERICK ST,CLAYTON ST,DOWNEY ST,,tube,EB,4,5/22/2018,WEDNESDAY,22,5,2019,residential,QUALITY COUNTS,2842,,,24,19,,,,,,,,,
5852000,SFMTA,FREDERICK ST,SHRADER ST,COLE ST,,tube,EB,4,5/22/2018,WEDNESDAY,22,5,2019,residential,QUALITY COUNTS,2959,,,23,19,,,,,,,,,
,SFMTA,MCALLISTER ST,BUCHANAN ST, (BTWN THE CROSSWALKS),,tube,EB,4,5/22/2018,WEDNESDAY,22,5,2019,residential,QUALITY COUNTS,2763,,,28,20,,,,,,,,,
6044101,SFMTA,GEARY BLVD,BAKER STREET,DIVISADERO ST,,Tube,Westbound,4,5/23/2018,WEDNESDAY,23,5,2018,Arterial,,19897,1207,1779,,,,,,,,,,,
6044101,SFMTA,GEARY BLVD,BAKER STREET,DIVISADERO ST,,Tube,Eastbound,4,5/23/2018,WEDNESDAY,23,5,2018,Arterial,,17920,2177,960,,,,,,,,,,,
13238000,SFMTA,VICENTE ST,FOREST SIDE AVE,MADRONE AVE,,tube,EB,4,5/29/2018,WEDNESDAY,29,5,2019,residential,QUALITY COUNTS,2902,,,21,17,,,,,,,,,
13264000,SFMTA,VICENTE ST,38TH AVE,37TH AVE,,tube,EB,4,5/29/2018,WEDNESDAY,29,5,2019,residential,QUALITY COUNTS,2715,,,28,23,,,,,,,,,
13236000,SFMTA,VICENTE ST,WAWONA ST,W PORTAL AVE,,tube,EB,4,5/29/2018,WEDNESDAY,29,5,2019,residential,QUALITY COUNTS,3315,,,22,15,,,,,,,,,
4133000,SFMTA,CLAYTON ST,WALLER ST,FREDERICK ST,,tube,NB,4,5/29/2018,WEDNESDAY,29,5,2019,residential,QUALITY COUNTS,3214,,,28,22,,,,,,,,,
5851000,SFMTA,FREDERICK ST,COLE ST,BELVEDERE ST,,tube,NB,4,5/29/2018,WEDNESDAY,29,5,2019,residential,QUALITY COUNTS,2584,,,25,21,,,,,,,,,
5853000,SFMTA,FREDERICK ST,STANYAN ST,SHRADER ST,,tube,NB,4,5/29/2018,WEDNESDAY,29,5,2019,residential,QUALITY COUNTS,2805,,,27,22,,,,,,,,,
7949000,SFMTA,LAGUNA ST , HAYES ST , LINDEN ST,,tube,NB,4,5/30/2018,WEDNESDAY,30,5,2018,residential,QUALITY COUNTS,4894,331,352,19,14,,,,,,,,,
7949000,SFMTA,LAGUNA ST , HAYES ST , LINDEN ST,,tube,SB,4,5/30/2018,WEDNESDAY,30,5,2018,residential,QUALITY COUNTS,3774,247,249,22,16,,,,,,,,,
8393001,SFMTA,LINDEN ST , OCTAVIA ST , GOUGH ST,,tube,EB,4,5/30/2018,WEDNESDAY,30,5,2018,residential,QUALITY COUNTS,617,61,56,13,9,,,,,,,,,
8393001,SFMTA,LINDEN ST , LAGUNA ST , OCTAVIA ST,,tube,WB,4,5/30/2018,WEDNESDAY,30,5,2018,residential,QUALITY COUNTS,287,21,28,17,13,,,,,,,,,
7949000,SFMTA,LAGUNA ST , HAYES ST , LINDEN ST,,tube,NB,5,5/31/2018,THURSDAY,31,5,2018,residential,QUALITY COUNTS,5008,368,346,19,14,,,,,,,,,
7949000,SFMTA,LAGUNA ST , HAYES ST , LINDEN ST,,tube,SB,5,5/31/2018,THURSDAY,31,5,2018,residential,QUALITY COUNTS,3886,235,274,22,16,,,,,,,,,
8393001,SFMTA,LINDEN ST , OCTAVIA ST , GOUGH ST,,tube,EB,5,5/31/2018,THURSDAY,31,5,2018,residential,QUALITY COUNTS,643,69,75,13,9,,,,,,,,,
8394000,SFMTA,LINDEN ST , LAGUNA ST , OCTAVIA ST,,tube,WB,5,5/31/2018,THURSDAY,31,5,2018,residential,QUALITY COUNTS,349,31,29,17,12,,,,,,,,,
4520000,SFMTA,CRESTLAKE DR , CONSTANSO WAY , EL MIRASOL PL,,tube,EB,3,6/5/2018,TUESDAY,5,6,2018,residential,QUALITY COUNTS,389,33,47,27,21,,,,,,,,,
4520000,SFMTA,CRESTLAKE DR , CONSTANSO WAY , EL MIRASOL PL,,tube,WB,3,6/5/2018,TUESDAY,5,6,2018,residential,QUALITY COUNTS,415,30,44,28,22,,,,,,,,,
7949000,SFMTA,LAGUNA ST , HAYES ST , LINDEN ST,,tube,NB,7,6/9/2018,SATURDAY,9,6,2018,residential,QUALITY COUNTS,3702,261,225,19,19,,,,,,,,,
7949000,SFMTA,LAGUNA ST , HAYES ST , LINDEN ST,,tube,SB,7,6/9/2018,SATURDAY,9,6,2018,residential,QUALITY COUNTS,4096,229,269,22,17,,,,,,,,,
7949000,SFMTA,LAGUNA ST , HAYES ST , LINDEN ST,,tube,NB,1,6/10/2018,SUNDAY,10,6,2018,residential,QUALITY COUNTS,3421,238,210,19,16,,,,,,,,,
7949000,SFMTA,LAGUNA ST , HAYES ST , LINDEN ST,,tube,SB,1,6/10/2018,SUNDAY,10,6,2018,residential,QUALITY COUNTS,3929,212,286,22,19,,,,,,,,,
7949000,SFMTA,LAGUNA ST , HAYES ST , LINDEN ST,,tube,NB,3,6/12/2018,TUESDAY,12,6,2018,residential,QUALITY COUNTS,4191,275,258,18,17,,,,,,,,,
7949000,SFMTA,LAGUNA ST , HAYES ST , LINDEN ST,,tube,SB,3,6/12/2018,TUESDAY,12,6,2018,residential,QUALITY COUNTS,3901,244,280,23,16,,,,,,,,,
1761000,SFMTA,34TH AVE , WAWONA ST , YORBA ST,,tube,SB,4,6/13/2018,WEDNESDAY,13,6,2018,residential,QUALITY COUNTS,1385,127,119,24,19,,,,,,,,,
1784000,SFMTA,35TH AVE , WAWONA ST , YORBA ST,,tube,NB,4,6/13/2018,WEDNESDAY,13,6,2018,residential,QUALITY COUNTS,543,33,56,29,24,,,,,,,,,
1784000,SFMTA,35TH AVE , WAWONA ST , YORBA ST,,tube,SB,4,6/13/2018,WEDNESDAY,13,6,2018,residential,QUALITY COUNTS,386,30,42,29,24,,,,,,,,,
1786000,SFMTA,35TH AVE , YORBA ST , SLOAT BLVD,EASEMENT,tube,NB,4,6/13/2018,WEDNESDAY,13,6,2018,residential,QUALITY COUNTS,321,33,30,26,21,,,,,,,,,
1786000,SFMTA,35TH AVE , YORBA ST , SLOAT BLVD,EASEMENT,tube,SB,4,6/13/2018,WEDNESDAY,13,6,2018,residential,QUALITY COUNTS,371,23,43,25,21,,,,,,,,,
1785000,SFMTA,35TH AVE , YORBA ST , SLOAT BLVD,EASEMENT,tube,NB,4,6/13/2018,WEDNESDAY,13,6,2018,residential,QUALITY COUNTS,321,33,30,26,21,,,,,,,,,
1785000,SFMTA,35TH AVE , YORBA ST , SLOAT BLVD,EASEMENT,tube,SB,4,6/13/2018,WEDNESDAY,13,6,2018,residential,QUALITY COUNTS,371,23,43,25,21,,,,,,,,,
1818000,SFMTA,36TH AVE , YORBA ST , SLOAT BLVD,,tube,NB,4,6/13/2018,WEDNESDAY,13,6,2018,residential,QUALITY COUNTS,1792,121,149,15,11,,,,,,,,,
1818000,SFMTA,36TH AVE , YORBA ST , SLOAT BLVD,,tube,SB,4,6/13/2018,WEDNESDAY,13,6,2018,residential,QUALITY COUNTS,903,57,84,24,21,,,,,,,,,
4360000,SFMTA,CONSTANSO WAY , CRESTLAKE DR , SLOAT BLVD,ESCONDIDO,tube,NB,4,6/13/2018,WEDNESDAY,13,6,2018,residential,QUALITY COUNTS,1031,63,100,23,19,,,,,,,,,
4360000,SFMTA,CONSTANSO WAY , CRESTLAKE DR , SLOAT BLVD,ESCONDIDO,tube,SB,4,6/13/2018,WEDNESDAY,13,6,2018,residential,QUALITY COUNTS,235,23,17,22,17,,,,,,,,,
4361000,SFMTA,CONSTANSO WAY , CRESTLAKE DR , SLOAT BLVD,ESCONDIDO,tube,NB,4,6/13/2018,WEDNESDAY,13,6,2018,residential,QUALITY COUNTS,1031,63,100,23,19,,,,,,,,,
4361000,SFMTA,CONSTANSO WAY , CRESTLAKE DR , SLOAT BLVD,ESCONDIDO,tube,SB,4,6/13/2018,WEDNESDAY,13,6,2018,residential,QUALITY COUNTS,235,23,17,22,17,,,,,,,,,
13471000,SFMTA,WAWONA ST , 18TH AVE , 15TH AVE,16TH AVE,tube,EB,4,6/13/2018,WEDNESDAY,13,6,2018,residential,QUALITY COUNTS,622,62,57,27,20,,,,,,,,,
13471000,SFMTA,WAWONA ST , 18TH AVE , 15TH AVE,16TH AVE,tube,WB,4,6/13/2018,WEDNESDAY,13,6,2018,residential,QUALITY COUNTS,1399,87,144,28,21,,,,,,,,,
13471000,SFMTA,WAWONA ST , 18TH AVE , 15TH AVE,16TH AVE,tube,EB,4,6/13/2018,WEDNESDAY,13,6,2018,residential,QUALITY COUNTS,622,62,57,27,20,,,,,,,,,
13471000,SFMTA,WAWONA ST , 18TH AVE , 15TH AVE,16TH AVE,tube,WB,4,6/13/2018,WEDNESDAY,13,6,2018,residential,QUALITY COUNTS,1399,87,144,28,21,,,,,,,,,
13473000,SFMTA,WAWONA ST , 18TH AVE , 15TH AVE,17TH AVE,tube,EB,4,6/13/2018,WEDNESDAY,13,6,2018,residential,QUALITY COUNTS,622,62,57,27,20,,,,,,,,,
13473000,SFMTA,WAWONA ST , 18TH AVE , 15TH AVE,17TH AVE,tube,WB,4,6/13/2018,WEDNESDAY,13,6,2018,residential,QUALITY COUNTS,1399,87,144,28,21,,,,,,,,,
13473000,SFMTA,WAWONA ST , 18TH AVE , 15TH AVE,17TH AVE,tube,EB,4,6/13/2018,WEDNESDAY,13,6,2018,residential,QUALITY COUNTS,622,62,57,27,20,,,,,,,,,
13473000,SFMTA,WAWONA ST , 18TH AVE , 15TH AVE,17TH AVE,tube,WB,4,6/13/2018,WEDNESDAY,13,6,2018,residential,QUALITY COUNTS,1399,87,144,28,21,,,,,,,,,
13488000,SFMTA,WAWONA ST , 36TH AVE , 35TH AVE,,tube,EB,4,6/13/2018,WEDNESDAY,13,6,2018,residential,QUALITY COUNTS,848,50,83,26,21,,,,,,,,,
13488000,SFMTA,WAWONA ST , 36TH AVE , 35TH AVE,,tube,WB,4,6/13/2018,WEDNESDAY,13,6,2018,residential,QUALITY COUNTS,424,56,32,26,21,,,,,,,,,
13758000,SFMTA,YORBA ST , 36TH AVE , 35TH AVE,,tube,EB,4,6/13/2018,WEDNESDAY,13,6,2018,residential,QUALITY COUNTS,231,20,28,24,19,,,,,,,,,
13758000,SFMTA,YORBA ST , 36TH AVE , 35TH AVE,,tube,WB,4,6/13/2018,WEDNESDAY,13,6,2018,residential,QUALITY COUNTS,119,12,11,22,17,,,,,,,,,
7949000,SFMTA,LAGUNA ST , HAYES ST , LINDEN ST,,tube,NB,5,6/14/2018,THURSDAY,14,6,2018,residential,QUALITY COUNTS,4182,284,270,18,17,,,,,,,,,
7949000,SFMTA,LAGUNA ST , HAYES ST , LINDEN ST,,tube,SB,5,6/14/2018,THURSDAY,14,6,2018,residential,QUALITY COUNTS,4071,259,265,22,18,,,,,,,,,
1588000,SFMTA,28TH AVE , MORAGA , NORIEGA,,tube,NB,3,10/30/2018,TUESDAY,30,10,2018,residential,QUALITY COUNTS,1247,164,99,29,24,,,,,,,,,
